"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"7WV5KRSL","journalArticle","2017","Kang, Dae-Wook; Adams, James B.; Gregory, Ann C.; Borody, Thomas; Chittick, Lauren; Fasano, Alessio; Khoruts, Alexander; Geis, Elizabeth; Maldonado, Juan; McDonough-Means, Sharon; Pollard, Elena L.; Roux, Simon; Sadowsky, Michael J.; Lipson, Karen Schwarzberg; Sullivan, Matthew B.; Caporaso, J. Gregory; Krajmalnik-Brown, Rosa","Microbiota Transfer Therapy alters gut ecosystem and improves gastrointestinal and autism symptoms: an open-label study","Microbiome","","2049-2618","10.1186/s40168-016-0225-7","http://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-016-0225-7","","2017-12","2019-10-29 14:54:09","2019-10-29 14:54:09","2019-10-29 14:54:08","10","","1","5","","Microbiome","Microbiota Transfer Therapy alters gut ecosystem and improves gastrointestinal and autism symptoms","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/I6LS79FQ/Kang et al_2017_Microbiota Transfer Therapy alters gut ecosystem and improves gastrointestinal.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4LK3IUMB","journalArticle","2018","Earl, Joshua P.; Adappa, Nithin D.; Krol, Jaroslaw; Bhat, Archana S.; Balashov, Sergey; Ehrlich, Rachel L.; Palmer, James N.; Workman, Alan D.; Blasetti, Mariel; Sen, Bhaswati; Hammond, Jocelyn; Cohen, Noam A.; Ehrlich, Garth D.; Mell, Joshua Chang","Species-level bacterial community profiling of the healthy sinonasal microbiome using Pacific Biosciences sequencing of full-length 16S rRNA genes","Microbiome","","2049-2618","10.1186/s40168-018-0569-2","https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0569-2","","2018-12","2019-10-29 14:54:10","2019-10-30 12:23:52","2019-10-29 14:54:10","190","","1","6","","Microbiome","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: EarlSpecieslevelbacterialcommunity2018","","/home/eror/Zotero/storage/M23SHFAD/Earl et al_2018_Species-level bacterial community profiling of the healthy sinonasal microbiome.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USKK6BPK","journalArticle","2017","Strati, Francesco; Cavalieri, Duccio; Albanese, Davide; De Felice, Claudio; Donati, Claudio; Hayek, Joussef; Jousson, Olivier; Leoncini, Silvia; Renzi, Daniela; Calabrò, Antonio; De Filippo, Carlotta","New evidences on the altered gut microbiota in autism spectrum disorders","Microbiome","","2049-2618","10.1186/s40168-017-0242-1","http://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-017-0242-1","","2017-12","2019-10-29 14:54:13","2019-10-29 14:54:13","2019-10-29 14:54:13","24","","1","5","","Microbiome","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/7YUHGTRV/Strati et al_2017_New evidences on the altered gut microbiota in autism spectrum disorders.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YRNJW7CX","journalArticle","2017","Gottschick, Cornelia; Deng, Zhi-Luo; Vital, Marius; Masur, Clarissa; Abels, Christoph; Pieper, Dietmar H.; Wagner-Döbler, Irene","The urinary microbiota of men and women and its changes in women during bacterial vaginosis and antibiotic treatment","Microbiome","","2049-2618","10.1186/s40168-017-0305-3","http://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-017-0305-3","","2017-12","2019-10-29 14:54:18","2019-10-29 14:54:18","2019-10-29 14:54:18","99","","1","5","","Microbiome","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/RWU535A6/Gottschick et al_2017_The urinary microbiota of men and women and its changes in women during.pdf","","human","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RJEGFVD5","report","2017","Hannigan, Geoffrey D; Duhaime, Melissa B; Koutra, Danai; Schloss, Patrick D","Biogeography & environmental conditions shape bacteriophage-bacteria networks across the human microbiome","","","","","http://biorxiv.org/lookup/doi/10.1101/144642","Abstract           Viruses and bacteria are critical components of the human microbiome and play important roles in health and disease. Most previous work has relied on studying bacteria and viruses independently, thereby reducing them to two separate communities. Such approaches are unable to capture how these microbial communities interact, such as through processes that maintain community robustness or allow phage-host populations to co-evolve. We implemented a network-based analytical approach to describe phage-bacteria network diversity throughout the human body. We built these community networks using a machine learning algorithm to predict which phages could infect which bacteria in a given microbiome. Our algorithm was applied to paired viral and bacterial metagenomic sequence sets from three previously published human cohorts. We organized the predicted interactions into networks that allowed us to evaluate phage-bacteria connectedness across the human body. We observed evidence that gut and skin network structures were person-specific and not conserved among cohabitating family members. High-fat diets appeared to be associated with less connected networks. Network structure differed between skin sites, with those exposed to the external environment being less connected and likely more susceptible to network degradation by microbial extinction events. This study quantified and contrasted the diversity of virome-microbiome networks across the human body and illustrated how environmental factors may influence phage-bacteria interactive dynamics. This work provides a baseline for future studies to better understand system perturbations, such as disease states, through ecological networks.                        Author Summary             The human microbiome, the collection of microbial communities that colonize the human body, is a crucial component to health and disease. Two major components of the human microbiome are the bacterial and viral communities. These communities have primarily been studied separately using metrics of community composition and diversity. These approaches have failed to capture the complex dynamics of interacting bacteria and phage communities, which frequently share genetic information and work together to maintain ecosystem homestatsis (e.g. kill-the-winner dynamics). Removal of bacteria or phage can disrupt or even collapse those ecosystems. Relationship-based network approaches allow us to capture this interaction information. Using this network-based approach with three independent human cohorts, we were able to present an initial understanding of how phage-bacteria networks differ throughout the human body, so as to provide a baseline for future studies of how and why microbiome networks differ in disease states.","2017-05-31","2019-10-29 14:54:22","2019-10-30 12:30:38","2019-10-29 14:54:22","","","","","","","","","","","","Microbiology","","en","","preprint","","","DOI.org (Crossref)","","DOI: 10.1101/144642 Citation Key Alias: HanniganBiogeographyenvironmentalconditions2017a","","/home/eror/Zotero/storage/4ISNTKP3/Hannigan et al_2017_Biogeography & environmental conditions shape bacteriophage-bacteria networks.pdf","","human","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9U9TY4WU","journalArticle","2016","Iwai, Shoko; Weinmaier, Thomas; Schmidt, Brian L.; Albertson, Donna G.; Poloso, Neil J.; Dabbagh, Karim; DeSantis, Todd Z.","Piphillin: Improved Prediction of Metagenomic Content by Direct Inference from Human Microbiomes","PLOS ONE","","1932-6203","10.1371/journal.pone.0166104","https://dx.plos.org/10.1371/journal.pone.0166104","","2016-11-07","2019-10-29 14:54:24","2019-10-30 12:30:38","2019-10-29 14:54:24","e0166104","","11","11","","PLoS ONE","Piphillin","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/FCXFZB9B/Iwai et al_2016_Piphillin.pdf","","human","","He, Zhili","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y4N4WD88","report","2018","Mitchell, Keith; Dao, Christopher; Freise, Amanda; Mangul, Serghei; Parker, Jordan Moberg","PUMA: A tool for processing 16S rRNA taxonomy data for analysis and visualization","","","","","http://biorxiv.org/lookup/doi/10.1101/482380","Abstract           Microbial community profiling and functional inference via 16S rRNA analysis is quickly expanding across various areas of microbiology due to improvements to technology. There are numerous platforms for producing 16S rRNA taxonomic data which often vary in file and sequence formatting, creating a common barrier in microbiome studies. Additionally, many of the methods for analyzing and visualizing this sequencing data each require their own specific formatting. As a result, efficient and reproducible comparative analysis of taxonomic data and corresponding metadata in multiple programs remains a challenge in the investigation of microbial communities. PUMA, the Program for Unifying Microbiome Analysis, alleviates this problem in microbiome studies by allowing users to take advantage of numerous 16S rRNA taxonomic identification platforms and analysis tools in an efficient manner. PUMA accepts sequencing results from several taxonomic identification platforms and then automates configuration of data and file types for analysis and visualization via many popular tools. The protocol accomplishes this by producing a variety of properly configured, annotated, and altered files for both analysis and visualization of taxonomic community profiles and inferred functional profiles. PUMA provides an easy and flexible interface to accommodate for a variety of users to produce all files needed for all-inclusive analysis of targeted amplicon sequencing studies. PUMA is an unprecedented open-source solution for unifying multiple microbiome analysis softwares and uses an adaptable implementation with the potential to improve and consolidate the state of microbiome research.                        Body/Findings","2018-11-29","2019-10-29 14:54:30","2019-10-30 12:23:29","2019-10-29 14:54:30","","","","","","","PUMA","","","","","Microbiology","","en","","preprint","","","DOI.org (Crossref)","","DOI: 10.1101/482380 Citation Key Alias: MitchellPUMAtoolprocessing2018a","","/home/eror/Zotero/storage/XMHG28GL/Mitchell et al_2018_PUMA.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HVBE9C4D","journalArticle","2019","Ho, Nhan Thi; Li, Fan; Wang, Shuang; Kuhn, Louise","metamicrobiomeR: an R package for analysis of microbiome relative abundance data using zero-inflated beta GAMLSS and meta-analysis across studies using random effects models","BMC Bioinformatics","","1471-2105","10.1186/s12859-019-2744-2","https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2744-2","","2019-12","2019-10-29 14:54:31","2019-10-30 12:06:15","2019-10-29 14:54:31","188","","1","20","","BMC Bioinformatics","metamicrobiomeR","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: HometamicrobiomeRpackageanalysis2019, HometamicrobiomeRpackageanalysis2019f","","/home/eror/Zotero/storage/C3J4S5XM/Ho et al_2019_metamicrobiomeR.pdf","","ML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2TABVE8E","journalArticle","2017","Coil, David A.; Ettinger, Cassandra L.; Eisen, Jonathan A.","Gut Check: The evolution of an educational board game","PLOS Biology","","1545-7885","10.1371/journal.pbio.2001984","https://dx.plos.org/10.1371/journal.pbio.2001984","","2017-04-28","2019-10-29 14:54:43","2019-10-30 12:24:29","2019-10-29 14:54:43","e2001984","","4","15","","PLoS Biol","Gut Check","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: CoilGutCheckevolution2017","","/home/eror/Zotero/storage/T42JU3YA/Coil et al_2017_Gut Check.pdf; /home/eror/Zotero/storage/J64JHSIJ/Coil et al_2017_Gut Check.pdf; /home/eror/Zotero/storage/8BRZZ6QP/Coil et al_2017_Gut Check.pdf; /home/eror/Zotero/storage/ZVAJK6UI/Coil et al_2017_Gut Check.pdf; /home/eror/Zotero/storage/E2VDST69/Coil et al_2017_Gut Check.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JCKWYYPR","journalArticle","2017","Shoemaker, William R.; Locey, Kenneth J.; Lennon, Jay T.","A macroecological theory of microbial biodiversity","Nature Ecology & Evolution","","2397-334X","10.1038/s41559-017-0107","http://www.nature.com/articles/s41559-017-0107","","2017-05","2019-10-29 14:54:46","2019-10-29 14:54:46","2019-10-29 14:54:46","0107","","5","1","","Nat Ecol Evol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KI5WYQZJ","report","2016","Shoemaker, William R; Locey, Kenneth J; Lennon, Jay T","A unifying ecological theory of microbial biodiversity","","","","","https://peerj.com/preprints/1450","An ecological theory of microbial biodiversity has yet to be developed. This shortcoming leaves patterns of abundance, distribution, and diversity for the most abundant and diverse organisms on Earth without a predictive framework. However, because of their high abundance and complex dynamics, microbial communities may be underpinned by lognormal dynamics, i.e., synergistic interactions among complex stochastic variables. Using a global-scale compilation of 20,456 sites from a diverse set of natural and host-related environments, we test whether a lognormal model predicts microbial distributions of abundance and diversity-abundance scaling laws better than other well-known models, including the most successful macroecological theory of biodiversity, i.e., maximum entropy theory of ecology. We found that the lognormal explains the greatest percent variation in abundance, that the success of the lognormal increased with abundance while other models decreased, and that the lognormal was the only model to reproduce recently documented diversity-abundance scaling laws. Our unifying ecological theory of microbial biodiversity explains and predicts macroecological patterns based on dynamics that capture the complex large number dynamics of microbial life.","2016-06-08","2019-10-29 14:54:48","2019-10-30 12:26:03","2019-10-29 14:54:48","","","","","","","","","","","","PeerJ Preprints","","en","","preprint","","","DOI.org (Crossref)","","DOI: 10.7287/peerj.preprints.1450v3 Citation Key Alias: Shoemakerunifyingecologicaltheory2016","","/home/eror/Zotero/storage/PSLWI9HB/Shoemaker et al_2016_A unifying ecological theory of microbial biodiversity.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9T8YF94A","journalArticle","2010","Hyatt, Doug; Chen, Gwo-Liang; LoCascio, Philip F; Land, Miriam L; Larimer, Frank W; Hauser, Loren J","Prodigal: prokaryotic gene recognition and translation initiation site identification","BMC Bioinformatics","","1471-2105","10.1186/1471-2105-11-119","https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-11-119","","2010-12","2019-10-29 14:54:54","2019-10-29 14:54:54","2019-10-29 14:54:54","119","","1","11","","BMC Bioinformatics","Prodigal","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/T73YUML2/Hyatt et al_2010_Prodigal.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4VDW7BCF","report","2018","Brislawn, Colin J.; Graham, Emily B.; Dana, Karl; Ihardt, Peter; Fansler, Sarah J.; Chrisler, William B.; Cliff, John B.; Stegen, James C.; Moran, James J.; Bernstein, Hans C.","Forfeiting the founder effect: turnover defines biofilm community succession","","","","","http://biorxiv.org/lookup/doi/10.1101/282574","ABSTRACT           Microbial community succession is a fundamental process that effects underlying functions of almost all ecosystems; yet the roles and fates of the most abundant colonizers are poorly understood. Does early abundance spur long term persistence? How do deterministic and stochastic processes influence the roles of founder species? We performed a succession experiment within a hypersaline microbial mat ecosystem to investigate how ecological processes contributed to the turnover of founder species. Bacterial and micro-eukaryotic founder species were identified from primary succession and tracked through a defined maturation period using 16S and 18S rRNA gene amplicon sequencing in combination with high resolution imaging that utilized stable isotope tracers to evaluate basic functional capabilities. The majority of the founder species did not maintain high relative abundances in later stages of succession. Turnover (versus nestedness) was the dominant process shaping the final community structure. We also asked if different ecological processes acted on bacteria versus eukaryotes during successional stages and found that deterministic and stochastic forces corresponded more with eukaryote and bacterial colonization, respectively. Our results show that taxa from different kingdoms, that share habitat in the tight spatial confines of a biofilm, were influenced by different ecological forces and time scales of succession.","2018-03-15","2019-10-29 14:54:56","2019-10-30 12:21:53","2019-10-29 14:54:56","","","","","","","Forfeiting the founder effect","","","","","Ecology","","en","","preprint","","","DOI.org (Crossref)","","DOI: 10.1101/282574 Citation Key Alias: BrislawnForfeitingfoundereffect2018","","/home/eror/Zotero/storage/PQGJ63WX/Brislawn et al_2018_Forfeiting the founder effect.pdf; /home/eror/Zotero/storage/H6GK4APJ/Brislawn et al_2018_Forfeiting the founder effect.pdf; /home/eror/Zotero/storage/AFL3RXB6/Brislawn et al_2018_Forfeiting the founder effect.pdf; /home/eror/Zotero/storage/LX3EEE4Q/Brislawn et al_2018_Forfeiting the founder effect.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZD3F3P3T","journalArticle","2017","Sze, Marc A.; Baxter, Nielson T.; Ruffin, Mack T.; Rogers, Mary A. M.; Schloss, Patrick D.","Normalization of the microbiota in patients after treatment for colonic lesions","Microbiome","","2049-2618","10.1186/s40168-017-0366-3","https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-017-0366-3","","2017-12","2019-10-29 14:54:58","2019-10-30 12:23:54","2019-10-29 14:54:58","150","","1","5","","Microbiome","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: SzeNormalizationmicrobiotapatients2017","","/home/eror/Zotero/storage/93JFZMTC/Sze et al_2017_Normalization of the microbiota in patients after treatment for colonic lesions.pdf","","human","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FZKDXV8P","journalArticle","2019","Shi, Chenyan; Beller, Leen; Deboutte, Ward; Yinda, Kwe Claude; Delang, Leen; Vega-Rúa, Anubis; Failloux, Anna-Bella; Matthijnssens, Jelle","Stable distinct core eukaryotic viromes in different mosquito species from Guadeloupe, using single mosquito viral metagenomics","Microbiome","","2049-2618","10.1186/s40168-019-0734-2","https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-019-0734-2","","2019-12","2019-10-29 14:55:01","2019-10-30 12:24:34","2019-10-29 14:55:01","121","","1","7","","Microbiome","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: ShiStabledistinctcore2019","","/home/eror/Zotero/storage/CASRAYT2/Shi et al_2019_Stable distinct core eukaryotic viromes in different mosquito species from.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QRZKZ9J6","journalArticle","2019","Brislawn, Colin J.; Graham, Emily B.; Dana, Karl; Ihardt, Peter; Fansler, Sarah J.; Chrisler, William B.; Cliff, John B.; Stegen, James C.; Moran, James J.; Bernstein, Hans C.","Forfeiting the priority effect: turnover defines biofilm community succession","The ISME Journal","","1751-7362, 1751-7370","10.1038/s41396-019-0396-x","http://www.nature.com/articles/s41396-019-0396-x","","2019-07","2019-10-29 14:55:04","2019-10-29 14:55:04","2019-10-29 14:55:04","1865-1877","","7","13","","ISME J","Forfeiting the priority effect","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5UKYEFNC","journalArticle","2019","Miller, Elizabeth C.; Perron, Gabriel G.; Collins, Cathy D.","Plant‐driven changes in soil microbial communities influence seed germination through negative feedbacks","Ecology and Evolution","","2045-7758, 2045-7758","10.1002/ece3.5476","https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.5476","","2019-08","2019-10-29 14:55:08","2019-10-30 12:20:11","2019-10-29 14:55:08","9298-9311","","16","9","","Ecol Evol","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: MillerPlantdrivenchanges2019","","/home/eror/Zotero/storage/YIYZYJJ5/Miller et al_2019_Plant‐driven changes in soil microbial communities influence seed germination.pdf; /home/eror/Zotero/storage/ZJ8SQAIX/Miller et al_2019_Plant‐driven changes in soil microbial communities influence seed germination.pdf; /home/eror/Zotero/storage/SDVI423I/Miller et al_2019_Plant‐driven changes in soil microbial communities influence seed germination.pdf; /home/eror/Zotero/storage/6WAJZNRP/Miller et al_2019_Plant‐driven changes in soil microbial communities influence seed germination.pdf; /home/eror/Zotero/storage/7UJB8GVT/Miller et al_2019_Plant‐driven changes in soil microbial communities influence seed germination.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LB4A2LRM","bookSection","2018","Adeolu, Mobolaji; Parkinson, John; Xiong, Xuejian","Analyzing Metabolic Pathways in Microbiomes","Microbiome Analysis","978-1-4939-8726-9 978-1-4939-8728-3","","","http://link.springer.com/10.1007/978-1-4939-8728-3_18","","2018","2019-10-29 14:55:27","2019-10-30 12:04:57","2019-10-29 14:55:27","291-307","","","1849","","","","","","","","Springer New York","New York, NY","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-1-4939-8728-3_18 Citation Key Alias: AdeoluAnalyzingMetabolicPathways2018","","","","","","Beiko, Robert G.; Hsiao, Will; Parkinson, John","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A5GX4WF4","journalArticle","2019","Bai, J.; Hu, Y.; Bruner, D. W.","Composition of gut microbiota and its association with body mass index and lifestyle factors in a cohort of 7-18 years old children from the American Gut Project: Gut microbiota and BMI in children","Pediatric Obesity","","20476302","10.1111/ijpo.12480","http://doi.wiley.com/10.1111/ijpo.12480","","2019-04","2019-10-29 14:55:34","2019-10-30 12:21:50","2019-10-29 14:55:34","e12480","","4","14","","Pediatric Obesity","Composition of gut microbiota and its association with body mass index and lifestyle factors in a cohort of 7-18 years old children from the American Gut Project","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: BaiCompositiongutmicrobiota2019a","","/home/eror/Zotero/storage/IBTPT4VL/Bai et al_2019_Composition of gut microbiota and its association with body mass index and.pdf","","human","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CTUL5TGT","journalArticle","2018","Tipton, Laura; Cuenco, Karen T.; Huang, Laurence; Greenblatt, Ruth M.; Kleerup, Eric; Sciurba, Frank; Duncan, Steven R.; Donahoe, Michael P.; Morris, Alison; Ghedin, Elodie","Measuring associations between the microbiota and repeated measures of continuous clinical variables using a lasso-penalized generalized linear mixed model","BioData Mining","","1756-0381","10.1186/s13040-018-0173-9","https://biodatamining.biomedcentral.com/articles/10.1186/s13040-018-0173-9","","2018-12","2019-10-29 14:55:35","2019-10-30 12:24:02","2019-10-29 14:55:35","12","","1","11","","BioData Mining","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: TiptonMeasuringassociationsmicrobiota2018","","/home/eror/Zotero/storage/A4A9IYQV/Tipton et al_2018_Measuring associations between the microbiota and repeated measures of.pdf","","ML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZC862LKS","journalArticle","2019","Woloszynek, Stephen; Zhao, Zhengqiao; Chen, Jian; Rosen, Gail L.","16S rRNA sequence embeddings: Meaningful numeric feature representations of nucleotide sequences that are convenient for downstream analyses","PLOS Computational Biology","","1553-7358","10.1371/journal.pcbi.1006721","http://dx.plos.org/10.1371/journal.pcbi.1006721","","2019-02-26","2019-10-29 14:55:44","2019-10-30 12:24:53","2019-10-29 14:55:44","e1006721","","2","15","","PLoS Comput Biol","16S rRNA sequence embeddings","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: Woloszynek16SrRNAsequence2019","","/home/eror/Zotero/storage/4SIIEKN3/Woloszynek et al_2019_16S rRNA sequence embeddings.pdf","","","","Langille, Morgan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3UZSK5GD","journalArticle","2019","Lugo-Martinez, Jose; Ruiz-Perez, Daniel; Narasimhan, Giri; Bar-Joseph, Ziv","Dynamic interaction network inference from longitudinal microbiome data","Microbiome","","2049-2618","10.1186/s40168-019-0660-3","https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-019-0660-3","","2019-12","2019-10-29 14:55:51","2019-10-30 12:23:46","2019-10-29 14:55:51","54","","1","7","","Microbiome","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: Lugo-MartinezDynamicinteractionnetwork2019","","/home/eror/Zotero/storage/B6WB37EG/Lugo-Martinez et al_2019_Dynamic interaction network inference from longitudinal microbiome data.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3FQWDEEF","journalArticle","2017","Nash, Andrea K.; Auchtung, Thomas A.; Wong, Matthew C.; Smith, Daniel P.; Gesell, Jonathan R.; Ross, Matthew C.; Stewart, Christopher J.; Metcalf, Ginger A.; Muzny, Donna M.; Gibbs, Richard A.; Ajami, Nadim J.; Petrosino, Joseph F.","The gut mycobiome of the Human Microbiome Project healthy cohort","Microbiome","","2049-2618","10.1186/s40168-017-0373-4","https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-017-0373-4","","2017-12","2019-10-29 14:56:00","2019-10-30 12:30:38","2019-10-29 14:56:00","153","","1","5","","Microbiome","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: NashgutmycobiomeHuman2017","","/home/eror/Zotero/storage/CA5FY6H2/Nash et al_2017_The gut mycobiome of the Human Microbiome Project healthy cohort.pdf","","human","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66NB5J22","journalArticle","2018","Bender, Jeffrey M.; Li, Fan; Adisetiyo, Helty; Lee, David; Zabih, Sara; Hung, Long; Wilkinson, Thomas A.; Pannaraj, Pia S.; She, Rosemary C.; Bard, Jennifer Dien; Tobin, Nicole H.; Aldrovandi, Grace M.","Quantification of variation and the impact of biomass in targeted 16S rRNA gene sequencing studies","Microbiome","","2049-2618","10.1186/s40168-018-0543-z","https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0543-z","","2018-12","2019-10-29 14:56:03","2019-10-30 12:05:00","2019-10-29 14:56:03","155","","1","6","","Microbiome","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: BenderQuantificationvariationimpact2018","","/home/eror/Zotero/storage/XESKNA4Y/Bender et al_2018_Quantification of variation and the impact of biomass in targeted 16S rRNA gene.pdf; /home/eror/Zotero/storage/TG2344NK/Bender et al_2018_Quantification of variation and the impact of biomass in targeted 16S rRNA gene.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L2R5ZUSV","journalArticle","2016","Shashkova, Tatiana; Popenko, Anna; Tyakht, Alexander; Peskov, Kirill; Kosinsky, Yuri; Bogolubsky, Lev; Raigorodskii, Andrei; Ischenko, Dmitry; Alexeev, Dmitry; Govorun, Vadim","Agent Based Modeling of Human Gut Microbiome Interactions and Perturbations","PLOS ONE","","1932-6203","10.1371/journal.pone.0148386","https://dx.plos.org/10.1371/journal.pone.0148386","","2016-02-19","2019-10-29 14:56:22","2019-10-30 12:30:38","2019-10-29 14:56:22","e0148386","","2","11","","PLoS ONE","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: ShashkovaAgentBasedModeling2016","","/home/eror/Zotero/storage/P29TMZYS/Shashkova et al_2016_Agent Based Modeling of Human Gut Microbiome Interactions and Perturbations.pdf","","human","","Wilson, Brenda A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S65I35NR","journalArticle","2017","Wagner, Brandie D.; Sontag, Marci K.; Harris, J. Kirk; Miller, Joshua I.; Morrow, Lindsey; Robertson, Charles E.; Stephens, Mark; Poindexter, Brenda B.; Abman, Steven H.; Mourani, Peter M.","Airway Microbial Community Turnover Differs by BPD Severity in Ventilated Preterm Infants","PLOS ONE","","1932-6203","10.1371/journal.pone.0170120","https://dx.plos.org/10.1371/journal.pone.0170120","","2017-01-27","2019-10-29 14:56:28","2019-10-30 12:25:10","2019-10-29 14:56:28","e0170120","","1","12","","PLoS ONE","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: WagnerAirwayMicrobialCommunity2017","","/home/eror/Zotero/storage/9BYAC858/Wagner et al_2017_Airway Microbial Community Turnover Differs by BPD Severity in Ventilated.pdf","","human","","Fehrenbach, Heinz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
